STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Financial instruments and non-financial assets,EXPENDITURE,Expenditure,UNIT_MEASURE,Unit of measure,VALUATION,Valuation,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTERPART_AREA,Counterpart area,CONSOLIDATION,Consolidation status,REF_YEAR_PRICE,Price reference year,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0101,"Executive and legislative organs, financial and fiscal affairs, external affairs",XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2019,,81101,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0101,"Executive and legislative organs, financial and fiscal affairs, external affairs",XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2020,,91600,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0101,"Executive and legislative organs, financial and fiscal affairs, external affairs",XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2021,,97927,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0101,"Executive and legislative organs, financial and fiscal affairs, external affairs",XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2022,,95806,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0505,R&D Environmental protection,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2018,,508,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0505,R&D Environmental protection,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2019,,546,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0505,R&D Environmental protection,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2020,,482,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0505,R&D Environmental protection,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2021,,626,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0505,R&D Environmental protection,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2022,,552,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF06,Housing and community amenities,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2018,,34675,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF06,Housing and community amenities,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2019,,34372,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF06,Housing and community amenities,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2020,,35026,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF06,Housing and community amenities,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2021,,35712,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF06,Housing and community amenities,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2022,,40854,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0806,"Recreation, culture and religion n.e.c.",XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2018,,259,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0806,"Recreation, culture and religion n.e.c.",XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2019,,253,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0806,"Recreation, culture and religion n.e.c.",XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2020,,342,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0806,"Recreation, culture and religion n.e.c.",XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2021,,395,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0806,"Recreation, culture and religion n.e.c.",XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2022,,383,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF1009,Social protection n.e.c.,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2018,,557,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF1009,Social protection n.e.c.,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2019,,598,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF1009,Social protection n.e.c.,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2020,,639,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF1009,Social protection n.e.c.,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2021,,668,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF1009,Social protection n.e.c.,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2022,,488,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0201,Military defence,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2018,,51656,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0201,Military defence,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2019,,53355,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0201,Military defence,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2020,,57705,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0201,Military defence,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2021,,61934,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0201,Military defence,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2022,,83378,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0205,Defence n.e.c.,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2018,,41,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0205,Defence n.e.c.,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2019,,42,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0205,Defence n.e.c.,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2020,,55,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0205,Defence n.e.c.,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2021,,52,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0205,Defence n.e.c.,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2022,,57,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0703,Hospital services,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2018,,122370,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0703,Hospital services,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2019,,125920,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0703,Hospital services,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2020,,132944,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0703,Hospital services,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2021,,141108,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0703,Hospital services,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2022,,145417,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0805,"R&D Recreation, culture and religion",XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2018,,308,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0805,"R&D Recreation, culture and religion",XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2019,,311,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0805,"R&D Recreation, culture and religion",XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2020,,451,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0805,"R&D Recreation, culture and religion",XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2021,,339,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0805,"R&D Recreation, culture and religion",XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2022,,362,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0303,Law courts,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2018,,12933,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),Annual government expenditure by function (COFOG),I,A,Annual,SWE,Sweden,S13,General government,_Z,Not applicable,D,Expenditure,OTE,Total government expenditure,_Z,Not applicable,GF0303,Law courts,XDC,National currency,S,Standard valuation based on SNA/ESA,V,Current prices,N,Non transformed data,T1100,Table 1100 - General Government expenditure by function,2019,,13386,,_Z,Not applicable,P,Partially consolidated or aggregate containing both consolidated and non-consolidated items,,,F,Free (free for publication),2,Two,A,Normal value,6,Millions,SEK,Swedish krona
